user_id,age,gender,occupation,daily_screen_time_hours,phone_usage_before_sleep_minutes,sleep_duration_hours,sleep_quality_score,stress_level,caffeine_intake_cups,physical_activity_minutes,notifications_received_per_day,mental_fatigue_score,sleep_quality_norm,sleep_duration_norm,mental_fatigue_norm,stress_level_norm,mri_additive,mri,age_group,notification_group,mri_multiplicative,mri_zscore,mri_weighted
2425,31,Female,Freelancer,1.54,18,7.92,8.4,3.08,3,30,200,2.5,0.8222222222222223,0.784,0.16666666666666666,0.23111111111111113,0.3021111111111111,0.3021111111111111,20-35,Medium,8.64,1.311933178077537,0.40422222222222226
2426,42,Male,Doctor,7.41,87,5.45,4.65,10.0,1,110,59,8.64,0.4055555555555556,0.29000000000000004,0.8488888888888889,1.0,-0.28833333333333333,-0.28833333333333333,35-50,Low,0.2933159722222222,-0.8516242581729333,-0.15533333333333335
2427,39,Male,Student,2.73,45,6.69,8.45,3.44,1,84,238,3.38,0.8277777777777777,0.538,0.2644444444444444,0.2711111111111111,0.20755555555555555,0.20755555555555555,35-50,High,4.861918604651162,0.9942446775091216,0.31711111111111107
2428,47,Female,Student,4.83,59,5.68,7.89,6.04,2,108,150,4.72,0.7655555555555555,0.33599999999999997,0.41333333333333333,0.56,0.03205555555555556,0.03205555555555556,35-50,Medium,1.5719777752834214,0.37962617031852747,0.1572777777777777
2429,37,Female,Software Engineer,2.66,78,8.47,6.8,4.54,3,99,79,4.64,0.6444444444444444,0.8940000000000001,0.4044444444444444,0.3933333333333333,0.1851666666666667,0.1851666666666667,35-50,Low,2.734125778520432,0.8444714028036255,0.2895
2430,38,Female,Doctor,2.59,98,4.78,8.2,3.43,1,50,166,3.59,0.7999999999999999,0.15600000000000006,0.28777777777777774,0.27,0.09955555555555556,0.09955555555555556,35-50,Medium,3.1831212389452395,0.6107538402912105,0.2074444444444445
2431,49,Female,Researcher,1.98,23,4.88,9.08,2.63,2,62,281,1.46,0.8977777777777778,0.176,0.05111111111111111,0.1811111111111111,0.21038888888888888,0.21038888888888888,35-50,High,11.539767696234179,1.0241087792997428,0.3117777777777777
2432,38,Male,Teacher,6.35,35,4.56,4.85,9.72,2,106,116,9.29,0.42777777777777776,0.11199999999999992,0.921111111111111,0.9688888888888889,-0.33755555555555555,-0.33755555555555555,35-50,Low,0.2449201982750601,-1.00966395310647,-0.20027777777777783
2433,52,Male,Teacher,7.65,48,7.79,5.89,10.0,4,85,198,10.0,0.5433333333333333,0.758,1.0,1.0,-0.17466666666666664,-0.17466666666666664,50-70,Medium,0.458831,-0.39254190870387273,-0.02033333333333337
2434,49,Female,Student,1.51,58,4.81,8.6,2.79,2,106,97,3.98,0.8444444444444444,0.16199999999999992,0.33111111111111113,0.1988888888888889,0.11911111111111111,0.11911111111111111,35-50,Low,3.725257109922371,0.6967587484218702,0.23005555555555549
2435,47,Male,Freelancer,3.48,13,6.67,8.65,5.93,0,25,228,7.17,0.8500000000000001,0.534,0.6855555555555556,0.5477777777777777,0.03766666666666671,0.03766666666666671,35-50,High,1.3569632697604082,0.44655756573552036,0.18433333333333332
2436,56,Male,Freelancer,6.93,85,7.83,4.5,9.73,4,116,39,10.0,0.3888888888888889,0.766,1.0,0.9700000000000001,-0.2037777777777778,-0.2037777777777778,50-70,Low,0.3621274409044193,-0.5638913463609257,-0.06638888888888897
2437,29,Male,Software Engineer,4.53,38,4.58,5.79,4.24,4,76,91,3.06,0.5322222222222223,0.11600000000000002,0.2288888888888889,0.36000000000000004,0.014833333333333323,0.014833333333333323,20-35,Low,2.0438864224935256,0.19961838066209045,0.0975
2438,58,Male,Doctor,7.34,7,8.65,4.4,10.0,4,75,176,10.0,0.3777777777777778,0.93,1.0,1.0,-0.17305555555555552,-0.17305555555555552,50-70,Medium,0.38060000000000005,-0.4619134916631739,-0.03527777777777774
2439,35,Female,Doctor,7.83,47,5.42,5.58,9.2,3,100,77,9.16,0.508888888888889,0.284,0.9066666666666667,0.911111111111111,-0.2562222222222222,-0.2562222222222222,35-50,Low,0.3588807670400608,-0.6959783767550441,-0.11444444444444443
2440,38,Female,Teacher,1.29,117,7.96,8.29,3.01,1,83,278,2.55,0.8099999999999999,0.792,0.1722222222222222,0.2233333333333333,0.30161111111111105,0.30161111111111105,35-50,High,8.597277050355027,1.3045564137318153,0.4023888888888889
2441,30,Female,Teacher,4.43,79,7.97,7.04,7.72,2,13,178,8.13,0.6711111111111111,0.7939999999999999,0.7922222222222223,0.7466666666666666,-0.018444444444444458,-0.018444444444444458,20-35,Medium,0.8939703904811067,0.18474069101419022,0.125611111111111
2442,38,Female,Freelancer,7.56,109,5.74,5.04,9.22,2,40,248,10.0,0.4488888888888889,0.34800000000000003,1.0,0.9133333333333334,-0.2791111111111111,-0.2791111111111111,35-50,High,0.3137700650759219,-0.798415645031681,-0.1385555555555556
2443,25,Male,Designer,4.41,80,6.75,8.02,4.96,1,87,31,6.25,0.7799999999999999,0.55,0.5833333333333334,0.44,0.07666666666666667,0.07666666666666667,20-35,Low,1.7462903225806452,0.540851590288274,0.20583333333333326
2444,57,Male,Designer,1.05,68,7.15,8.81,2.16,4,12,255,1.87,0.8677777777777779,0.6300000000000001,0.09666666666666668,0.12888888888888891,0.3180555555555556,0.3180555555555556,50-70,High,15.595043572984752,1.3805716103701908,0.41611111111111115
2445,24,Male,Software Engineer,4.03,40,6.08,7.14,6.02,4,73,86,6.79,0.6822222222222222,0.41600000000000004,0.6433333333333333,0.5577777777777777,-0.025722222222222202,-0.025722222222222202,20-35,Low,1.0620269205740316,0.15133971742005686,0.10255555555555551
2446,40,Male,Designer,8.85,34,5.79,6.87,10.0,0,7,67,9.56,0.6522222222222223,0.358,0.9511111111111111,1.0,-0.23522222222222225,-0.23522222222222225,35-50,Low,0.4160805439330544,-0.55347513291998,-0.07244444444444448
2447,49,Male,Doctor,9.57,63,8.26,3.7,10.0,0,116,97,10.0,0.30000000000000004,0.852,1.0,1.0,-0.21199999999999997,-0.21199999999999997,35-50,Low,0.30562,-0.6311519402903508,-0.08200000000000002
2448,28,Male,Designer,6.04,52,5.01,5.42,8.16,2,94,33,9.24,0.4911111111111111,0.20199999999999996,0.9155555555555556,0.7955555555555556,-0.25450000000000006,-0.25450000000000006,20-35,Low,0.36014292080468546,-0.7026372725269123,-0.11983333333333338
2449,39,Female,Researcher,3.76,53,7.97,8.49,5.14,4,108,38,5.57,0.8322222222222222,0.7939999999999999,0.5077777777777778,0.45999999999999996,0.16461111111111115,0.16461111111111115,35-50,Low,2.3634569574359583,0.8652671362918488,0.29622222222222216
2450,39,Female,Student,5.19,36,5.02,5.01,7.15,3,90,36,8.11,0.44555555555555554,0.2039999999999999,0.7899999999999999,0.6833333333333333,-0.20594444444444446,-0.20594444444444446,35-50,Low,0.4337250911850172,-0.5654299794513533,-0.08772222222222226
2451,42,Female,Student,3.13,51,7.5,6.63,7.55,1,30,233,6.23,0.6255555555555555,0.7,0.5811111111111111,0.7277777777777777,0.004166666666666624,0.004166666666666624,35-50,High,1.0571577392025342,0.23346213562120566,0.13216666666666665
2452,39,Female,Manager,2.51,17,5.44,7.81,3.91,4,64,168,4.34,0.7566666666666666,0.2880000000000001,0.3711111111111111,0.32333333333333336,0.08755555555555553,0.08755555555555553,35-50,Medium,2.5037066720096175,0.5551246679238067,0.1979444444444444
2453,45,Male,Teacher,5.44,20,8.64,5.82,7.08,2,34,122,5.76,0.5355555555555556,0.9280000000000002,0.5288888888888889,0.6755555555555556,0.06477777777777782,0.06477777777777782,35-50,Medium,1.2330508474576272,0.3972503953327304,0.17855555555555563
2454,46,Male,Teacher,7.63,41,7.03,5.62,9.34,1,119,31,9.86,0.5133333333333333,0.6060000000000001,0.9844444444444443,0.9266666666666666,-0.19794444444444437,-0.19794444444444437,35-50,Low,0.4290104286564364,-0.48989185208854813,-0.051055555555555576
2455,30,Male,Freelancer,3.0,64,6.67,9.38,1.0,2,43,202,1.0,0.9311111111111112,0.534,0.0,0.0,0.3662777777777778,0.3662777777777778,20-35,Medium,62.564600000000006,1.5662567803399554,0.4593888888888889
2456,35,Male,Software Engineer,9.19,80,5.48,3.79,10.0,2,80,225,8.98,0.31,0.2960000000000001,0.8866666666666667,1.0,-0.32016666666666665,-0.32016666666666665,35-50,High,0.23128285077951,-1.0030550531279991,-0.19483333333333333
2457,19,Male,Researcher,2.51,7,6.54,7.06,4.24,1,56,273,3.42,0.6733333333333333,0.508,0.2688888888888889,0.36000000000000004,0.13811111111111107,0.13811111111111107,10-20,High,3.1841277722608403,0.689240324309224,0.23688888888888887
2458,46,Male,Student,6.03,92,4.33,3.99,10.0,0,85,285,10.0,0.33222222222222225,0.06600000000000002,1.0,1.0,-0.40044444444444444,-0.40044444444444444,35-50,High,0.172767,-1.2651764215555068,-0.26722222222222225
2459,38,Female,Manager,7.99,83,4.72,5.1,8.79,3,30,257,7.93,0.4555555555555555,0.14399999999999996,0.77,0.8655555555555554,-0.259,-0.259,35-50,High,0.3453425665701165,-0.736572251937274,-0.1316666666666667
2460,32,Female,Researcher,2.92,112,5.48,6.65,4.79,2,112,170,3.91,0.6277777777777778,0.2960000000000001,0.32333333333333336,0.4211111111111111,0.044833333333333336,0.044833333333333336,20-35,Medium,1.9457629652569028,0.3521308504078525,0.14483333333333331
2461,44,Female,Software Engineer,3.67,113,8.75,7.18,5.86,4,28,57,7.22,0.6866666666666666,0.95,0.6911111111111111,0.54,0.10138888888888889,0.10138888888888889,35-50,Low,1.4849016289601313,0.5918463333527137,0.23161111111111107
2462,48,Male,Software Engineer,1.46,100,6.34,7.91,3.67,3,58,255,2.75,0.7677777777777778,0.46799999999999997,0.19444444444444445,0.29666666666666663,0.1861666666666667,0.1861666666666667,35-50,High,4.9689769630914045,0.8920004149732932,0.2875
2463,32,Female,Researcher,9.5,38,6.0,3.95,10.0,4,11,37,10.0,0.3277777777777778,0.4,1.0,1.0,-0.31805555555555554,-0.31805555555555554,20-35,Low,0.23700000000000002,-0.9836138723942858,-0.18527777777777782
2464,40,Female,Freelancer,5.38,60,7.86,5.27,9.01,2,87,48,8.68,0.4744444444444444,0.772,0.8533333333333333,0.89,-0.1242222222222222,-0.1242222222222222,35-50,Low,0.5296495956873315,-0.2600677918098122,0.010388888888888892
2465,41,Female,Designer,1.58,59,7.47,7.34,3.5,0,4,217,6.01,0.7044444444444444,0.694,0.5566666666666666,0.2777777777777778,0.141,0.141,35-50,High,2.6065985262657474,0.7202871867930505,0.2531666666666666
2466,30,Male,Teacher,8.47,68,7.32,4.69,10.0,2,70,249,10.0,0.41000000000000003,0.664,1.0,1.0,-0.23149999999999998,-0.23149999999999998,20-35,High,0.34330800000000006,-0.6484918829986923,-0.09050000000000002
2467,39,Female,Software Engineer,6.12,58,7.03,4.34,9.34,2,81,43,10.0,0.3711111111111111,0.6060000000000001,1.0,0.9266666666666666,-0.23738888888888884,-0.23738888888888884,35-50,Low,0.32666167023554604,-0.6894466228359206,-0.10394444444444445
2468,54,Female,Researcher,1.5,9,4.65,7.69,3.96,4,25,184,4.7,0.7433333333333334,0.13000000000000006,0.41111111111111115,0.3288888888888889,0.03333333333333337,0.03333333333333337,50-70,Medium,1.921260477111541,0.3641556574717967,0.14466666666666667
2469,50,Male,Software Engineer,5.06,62,5.95,6.29,7.2,0,15,38,7.25,0.5877777777777777,0.39,0.6944444444444444,0.6888888888888889,-0.10138888888888889,-0.10138888888888889,50-70,Low,0.716963601532567,-0.14445123445837546,0.0265555555555555
2470,20,Male,Teacher,4.91,69,8.51,5.96,6.76,1,70,88,5.67,0.5511111111111111,0.9019999999999999,0.5188888888888888,0.64,0.07355555555555554,0.07355555555555554,20-35,Low,1.3232626822370412,0.4326401440366734,0.18661111111111106
2471,36,Male,Freelancer,2.31,6,8.8,9.21,2.61,0,18,174,3.38,0.9122222222222223,0.9600000000000002,0.2644444444444444,0.17888888888888888,0.3572222222222223,0.3572222222222223,35-50,Medium,9.18724069917704,1.5437106913570149,0.4706111111111111
2472,40,Female,Teacher,4.78,34,6.16,6.81,7.66,4,78,194,7.0,0.6455555555555555,0.43200000000000005,0.6666666666666666,0.74,-0.08227777777777776,-0.08227777777777776,35-50,Medium,0.782349869451697,-0.051387489498350626,0.05261111111111111
2473,46,Female,Student,3.55,90,4.01,6.28,3.2,2,4,162,2.69,0.5866666666666667,0.0019999999999999575,0.18777777777777777,0.24444444444444446,0.03911111111111111,0.03911111111111111,35-50,Medium,2.9255111524163566,0.3014529964417231,0.11938888888888885
2474,47,Male,Teacher,7.3,41,6.5,6.06,9.06,1,72,168,10.0,0.5622222222222222,0.5,1.0,0.8955555555555557,-0.20833333333333337,-0.20833333333333337,35-50,Medium,0.4347682119205298,-0.5042693240570431,-0.05733333333333343
2475,56,Male,Designer,1.05,84,5.14,8.17,1.43,3,84,117,1.61,0.7966666666666666,0.22799999999999992,0.06777777777777778,0.04777777777777777,0.22727777777777775,0.22727777777777775,50-70,Medium,18.23993397906441,1.0314769653374962,0.31272222222222223
2476,42,Female,Student,1.96,87,4.94,7.74,2.27,0,116,259,4.1,0.7488888888888889,0.18800000000000008,0.3444444444444444,0.1411111111111111,0.11283333333333337,0.11283333333333337,35-50,High,4.108262598044484,0.6299637266361621,0.21200000000000005
2477,54,Male,Freelancer,9.27,28,5.42,2.1,10.0,4,104,152,10.0,0.12222222222222223,0.284,1.0,1.0,-0.39844444444444443,-0.39844444444444443,50-70,Medium,0.11381999999999999,-1.353321397956879,-0.28622222222222227
2478,25,Male,Researcher,4.9,26,4.61,6.74,6.8,3,110,289,6.96,0.6377777777777778,0.12200000000000007,0.6622222222222223,0.6444444444444444,-0.1367222222222222,-0.1367222222222222,20-35,High,0.6565120013522652,-0.2464846154024869,-0.007611111111111096
2479,59,Male,Manager,2.59,37,4.23,7.88,4.29,4,97,290,3.11,0.7644444444444445,0.04600000000000008,0.23444444444444443,0.3655555555555556,0.05261111111111112,0.05261111111111112,50-70,High,2.498324826299103,0.4351665578424804,0.15905555555555556
2480,33,Female,Software Engineer,8.14,1,6.22,6.37,10.0,0,21,275,10.0,0.5966666666666667,0.44399999999999995,1.0,1.0,-0.23983333333333334,-0.23983333333333334,20-35,High,0.396214,-0.5927043136383691,-0.08016666666666672
2481,25,Female,Designer,8.66,24,5.31,6.73,8.62,2,24,239,7.49,0.6366666666666667,0.2619999999999999,0.7211111111111111,0.8466666666666666,-0.16727777777777778,-0.16727777777777778,20-35,High,0.5535036661410884,-0.34149517634962534,-0.02522222222222223
2482,18,Male,Designer,2.9,65,5.28,6.48,7.12,2,1,43,9.07,0.6088888888888889,0.25600000000000006,0.8966666666666667,0.68,-0.17794444444444443,-0.17794444444444443,10-20,Low,0.5298118256259059,-0.39139882837595114,-0.03822222222222221
2483,22,Other,Student,7.42,37,5.11,4.91,10.0,4,47,154,10.0,0.43444444444444447,0.22200000000000006,1.0,1.0,-0.3358888888888889,-0.3358888888888889,20-35,Medium,0.25090100000000004,-0.9967257198241689,-0.19244444444444445
2484,20,Female,Software Engineer,6.54,58,6.48,6.91,6.54,3,76,93,6.31,0.6566666666666667,0.4960000000000001,0.59,0.6155555555555555,-0.01322222222222219,-0.01322222222222219,20-35,Low,1.085040492010643,0.18328829731237725,0.11272222222222222
2485,18,Male,Student,7.71,81,7.67,4.64,10.0,2,13,64,10.0,0.4044444444444444,0.734,1.0,1.0,-0.2153888888888889,-0.2153888888888889,10-20,Low,0.355888,-0.595553150875145,-0.07494444444444448
2486,21,Female,Doctor,8.09,105,7.28,4.48,9.22,0,109,52,10.0,0.3866666666666667,0.656,1.0,0.9133333333333334,-0.21766666666666665,-0.21766666666666665,20-35,Low,0.35373535791757055,-0.615087112183542,-0.08333333333333337
2487,57,Male,Doctor,6.95,6,8.88,5.31,9.57,4,65,249,9.15,0.47888888888888886,0.9760000000000002,0.9055555555555556,0.9522222222222223,-0.10072222222222219,-0.10072222222222219,50-70,High,0.5384860475872347,-0.17264895207999434,0.040055555555555566
2488,52,Female,Student,9.61,48,8.57,3.84,10.0,3,96,92,10.0,0.31555555555555553,0.914,1.0,1.0,-0.19261111111111112,-0.19261111111111112,50-70,Low,0.329088,-0.5573782917711939,-0.061055555555555585
2489,49,Male,Software Engineer,8.78,67,6.09,4.26,10.0,3,51,258,10.0,0.3622222222222222,0.418,1.0,1.0,-0.30494444444444446,-0.30494444444444446,35-50,High,0.25943399999999994,-0.9229001026214405,-0.16872222222222227
2490,59,Female,Freelancer,3.06,107,8.06,8.48,2.55,1,17,250,2.55,0.8311111111111111,0.812,0.1722222222222222,0.1722222222222222,0.32466666666666666,0.32466666666666666,50-70,High,10.511157247212614,1.3913121554614287,0.425
2491,51,Male,Software Engineer,9.22,103,4.92,4.47,8.48,2,10,240,8.26,0.38555555555555554,0.184,0.8066666666666666,0.8311111111111111,-0.26705555555555555,-0.26705555555555555,50-70,High,0.31397619809036503,-0.7960890005460578,-0.14661111111111116
2492,42,Female,Teacher,4.24,40,5.06,6.71,5.39,1,39,77,4.03,0.6344444444444445,0.2119999999999999,0.33666666666666667,0.48777777777777775,0.005499999999999977,0.005499999999999977,35-50,Low,1.5630728718286322,0.22305959532789327,0.11016666666666663
2493,27,Male,Freelancer,7.54,73,7.5,4.83,9.85,3,14,176,9.5,0.4255555555555556,0.7,0.9444444444444444,0.9833333333333333,-0.20055555555555551,-0.20055555555555551,20-35,Medium,0.3871226289072936,-0.5376716505877195,-0.061611111111111116
2494,38,Female,Designer,8.63,50,5.08,4.86,8.52,1,36,279,6.81,0.42888888888888893,0.21600000000000003,0.6455555555555555,0.8355555555555555,-0.20905555555555552,-0.20905555555555552,35-50,High,0.4255134330210337,-0.5825343133411157,-0.09211111111111109
2495,56,Male,Researcher,4.93,104,6.26,5.4,6.55,2,112,274,6.78,0.48888888888888893,0.45199999999999996,0.6422222222222222,0.6166666666666667,-0.07950000000000002,-0.07950000000000002,50-70,High,0.7611970546510843,-0.11880525511416129,0.0323333333333333
2496,44,Female,Student,1.46,91,5.61,7.72,3.8,2,54,264,3.79,0.7466666666666666,0.32200000000000006,0.31,0.3111111111111111,0.11188888888888887,0.11188888888888887,35-50,High,3.0071656714345236,0.6316105009671191,0.2176111111111111
2497,44,Female,Freelancer,9.55,93,5.16,5.59,10.0,1,56,68,10.0,0.51,0.23200000000000004,1.0,1.0,-0.3145,-0.3145,35-50,Low,0.288444,-0.8889172103345833,-0.16350000000000003
2498,19,Male,Designer,1.65,23,4.77,9.85,3.08,2,99,38,3.38,0.9833333333333333,0.15399999999999991,0.2644444444444444,0.23111111111111113,0.16044444444444442,0.16044444444444442,10-20,Low,4.513227157457926,0.9008006432313378,0.2835555555555555
2499,58,Female,Freelancer,4.13,35,7.06,7.22,4.99,3,17,131,5.19,0.6911111111111111,0.6119999999999999,0.4655555555555556,0.44333333333333336,0.09855555555555548,0.09855555555555548,50-70,Medium,1.9682216069904739,0.5718151800097491,0.21311111111111103
2500,30,Male,Designer,6.37,79,4.28,6.75,9.82,4,76,90,9.01,0.6388888888888888,0.05600000000000005,0.89,0.98,-0.2937777777777778,-0.2937777777777778,20-35,Low,0.3265211091545714,-0.7641198833912921,-0.13638888888888895
2501,26,Female,Doctor,2.06,96,7.51,6.28,4.61,1,17,190,3.65,0.5866666666666667,0.702,0.29444444444444445,0.40111111111111114,0.14827777777777773,0.14827777777777773,20-35,Medium,2.802888301191573,0.687677096061031,0.24172222222222217
2502,53,Female,Doctor,8.54,9,8.47,6.47,8.28,0,28,282,7.38,0.6077777777777778,0.8940000000000001,0.7088888888888889,0.8088888888888888,-0.003999999999999948,-0.003999999999999948,50-70,High,0.896811135985756,0.20538057649698788,0.13266666666666668
2503,39,Male,Manager,2.83,111,5.72,5.42,5.45,2,86,253,5.34,0.4911111111111111,0.344,0.4822222222222222,0.49444444444444446,-0.035388888888888886,-0.035388888888888886,35-50,High,1.065264749338556,0.023048702904771623,0.06255555555555549
2504,59,Female,Freelancer,9.87,20,6.07,2.79,10.0,0,110,287,10.0,0.1988888888888889,0.41400000000000003,1.0,1.0,-0.34677777777777774,-0.34677777777777774,50-70,High,0.169353,-1.1407972194101346,-0.22688888888888892
2505,43,Male,Freelancer,9.25,26,6.95,5.01,10.0,1,106,162,9.0,0.44555555555555554,0.5900000000000001,0.8888888888888888,1.0,-0.21333333333333332,-0.21333333333333332,35-50,Medium,0.3868833333333333,-0.5739238491924015,-0.07433333333333333
2506,29,Male,Student,6.44,54,7.33,5.95,7.15,1,41,192,6.82,0.55,0.666,0.6466666666666667,0.6833333333333333,-0.02849999999999997,-0.02849999999999997,20-35,Medium,0.8943973914648401,0.08735430677777646,0.09299999999999994
2507,34,Female,Manager,6.94,84,6.72,5.84,10.0,0,2,99,10.0,0.5377777777777778,0.5439999999999999,1.0,1.0,-0.22955555555555557,-0.22955555555555557,20-35,Low,0.39244799999999996,-0.5839775795418967,-0.07577777777777783
2508,31,Female,Researcher,5.8,90,7.45,6.34,8.22,3,21,139,10.0,0.5933333333333333,0.6900000000000001,1.0,0.8022222222222223,-0.12972222222222227,-0.12972222222222227,20-35,Medium,0.574610705596107,-0.22355000460647356,0.01972222222222217
2509,31,Male,Student,4.52,95,8.04,7.63,5.8,4,58,221,6.91,0.7366666666666667,0.8079999999999998,0.6566666666666667,0.5333333333333333,0.08866666666666664,0.08866666666666664,20-35,High,1.5306452417785315,0.5691477271643104,0.22183333333333322
2510,51,Male,Software Engineer,4.17,4,8.95,7.82,5.36,2,72,190,5.76,0.7577777777777778,0.9899999999999999,0.5288888888888889,0.48444444444444446,0.1836111111111111,0.1836111111111111,50-70,Medium,2.266952995439469,0.8987743077231443,0.31005555555555553
2511,37,Female,Researcher,9.02,116,5.96,3.55,10.0,2,47,99,9.87,0.2833333333333333,0.392,0.9855555555555555,1.0,-0.32755555555555554,-0.32755555555555554,35-50,Low,0.21436676798378926,-1.0369501612158616,-0.19994444444444448
2512,28,Male,Student,6.19,98,6.92,6.43,6.76,1,44,266,6.86,0.6033333333333333,0.584,0.6511111111111112,0.64,-0.02594444444444452,-0.02594444444444452,20-35,High,0.9595028205703243,0.1186218475316772,0.09894444444444439
2513,33,Female,Researcher,8.41,85,5.88,3.2,10.0,0,92,148,10.0,0.24444444444444446,0.376,1.0,1.0,-0.3448888888888889,-0.3448888888888889,20-35,Medium,0.18816,-1.1136811608957502,-0.22044444444444447
2514,48,Female,Freelancer,5.63,58,5.19,6.09,6.93,4,85,79,6.3,0.5655555555555556,0.23800000000000007,0.5888888888888889,0.6588888888888889,-0.11105555555555552,-0.11105555555555552,35-50,Low,0.723953823953824,-0.19288880460941488,0.007888888888888917
2515,23,Male,Software Engineer,3.76,35,8.99,6.82,5.97,2,38,32,6.78,0.6466666666666667,0.998,0.6422222222222222,0.5522222222222222,0.11255555555555558,0.11255555555555558,20-35,Low,1.5147467919736344,0.6109130832036034,0.2369444444444444
2516,36,Male,Researcher,1.83,73,4.07,6.85,4.54,0,67,104,4.9,0.6499999999999999,0.014000000000000058,0.43333333333333335,0.3933333333333333,-0.040666666666666684,-0.040666666666666684,35-50,Low,1.253236536905511,0.07074401806330477,0.06566666666666662
2517,54,Female,Software Engineer,3.91,33,4.32,7.97,4.49,1,95,109,4.45,0.7744444444444444,0.06400000000000006,0.38333333333333336,0.3877777777777778,0.016833333333333325,0.016833333333333325,50-70,Low,1.7232001201171139,0.32291012802482844,0.1328333333333333
2518,21,Male,Student,8.92,51,6.92,3.82,10.0,4,30,291,9.55,0.3133333333333333,0.584,0.9500000000000001,1.0,-0.26316666666666666,-0.26316666666666666,20-35,High,0.2768,-0.803050706596913,-0.1343333333333334
2519,21,Female,Software Engineer,7.41,117,7.55,3.81,10.0,1,92,148,8.4,0.31222222222222223,0.71,0.8222222222222223,1.0,-0.20000000000000004,-0.20000000000000004,20-35,Medium,0.34244642857142854,-0.5907971936476176,-0.07766666666666669
2520,37,Other,Designer,8.07,5,7.64,5.89,9.71,0,13,289,9.47,0.5433333333333333,0.728,0.9411111111111112,0.9677777777777778,-0.15938888888888897,-0.15938888888888897,35-50,High,0.4893723689204457,-0.3434603187728899,-0.009611111111111209
2521,27,Female,Software Engineer,7.96,13,7.52,6.14,9.8,1,70,167,9.57,0.5711111111111111,0.704,0.9522222222222223,0.9777777777777779,-0.16372222222222227,-0.16372222222222227,20-35,Medium,0.4923208154735247,-0.34497924817819703,-0.010111111111111182
2522,41,Male,Designer,2.08,58,7.94,9.25,1.0,2,9,110,1.0,0.9166666666666666,0.788,0.0,0.0,0.4261666666666667,0.4261666666666667,35-50,Low,73.44500000000001,1.7658515578514362,0.5178333333333334
2523,52,Male,Designer,2.43,56,7.72,8.76,2.49,1,94,183,1.0,0.8622222222222222,0.744,0.0,0.16555555555555557,0.36016666666666663,0.36016666666666663,50-70,Medium,27.159518072289156,1.5210206912103024,0.45466666666666666
2524,43,Female,Designer,3.86,119,6.73,6.9,4.84,3,106,77,4.79,0.6555555555555556,0.546,0.4211111111111111,0.42666666666666664,0.08844444444444449,0.08844444444444449,35-50,Low,2.003010748977726,0.5186028111635407,0.1963888888888889
2525,54,Female,Researcher,3.71,36,6.35,6.66,7.02,3,97,204,6.13,0.6288888888888889,0.4699999999999999,0.57,0.6688888888888889,-0.035,-0.035,50-70,Medium,0.9827665537290333,0.09727845776516729,0.08983333333333332
2526,55,Female,Teacher,1.59,57,7.6,10.0,1.66,3,103,89,1.0,1.0,0.72,0.0,0.07333333333333332,0.4116666666666667,0.4116666666666667,50-70,Low,45.78313253012048,1.75674183114156,0.5153333333333333
2527,38,Male,Manager,2.38,82,7.66,7.12,3.34,2,12,176,3.96,0.68,0.732,0.3288888888888889,0.26,0.20577777777777778,0.20577777777777778,35-50,Medium,4.123510554648279,0.9231343462745719,0.3032222222222222
2528,57,Female,Freelancer,8.71,31,5.66,4.36,10.0,1,62,40,8.81,0.37333333333333335,0.332,0.8677777777777779,1.0,-0.29061111111111115,-0.29061111111111115,50-70,Low,0.28010896708286037,-0.8733568918781971,-0.1598888888888889
2529,56,Male,Teacher,6.3,19,4.01,5.79,7.2,2,113,155,8.73,0.5322222222222223,0.0019999999999999575,0.8588888888888889,0.6888888888888889,-0.2533888888888889,-0.2533888888888889,50-70,Medium,0.3693823978617793,-0.6867660165181314,-0.12277777777777779
2530,38,Female,Freelancer,4.08,84,5.57,4.43,7.58,3,84,39,7.42,0.38111111111111107,0.31400000000000006,0.7133333333333334,0.7311111111111112,-0.18733333333333335,-0.18733333333333335,35-50,Low,0.43871836084461163,-0.5313169397542632,-0.07700000000000004
2531,27,Female,Freelancer,5.74,78,6.67,6.28,7.45,4,67,52,7.91,0.5866666666666667,0.534,0.7677777777777778,0.7166666666666667,-0.09094444444444444,-0.09094444444444444,20-35,Low,0.7108086781662833,-0.10516323271416894,0.04194444444444442
2532,55,Female,Software Engineer,3.35,80,6.63,5.2,5.29,3,109,141,7.09,0.4666666666666667,0.526,0.6766666666666666,0.4766666666666667,-0.040166666666666656,-0.040166666666666656,50-70,Medium,0.9192104750960511,0.001880099365925536,0.06416666666666666
2533,21,Male,Manager,6.25,60,5.9,4.44,10.0,0,67,246,9.92,0.38222222222222224,0.38000000000000006,0.991111111111111,1.0,-0.3072222222222222,-0.3072222222222222,20-35,High,0.2640725806451613,-0.9220135488793595,-0.16944444444444443
2534,37,Female,Freelancer,1.67,107,8.66,9.14,1.84,4,61,185,2.21,0.9044444444444445,0.932,0.13444444444444445,0.09333333333333334,0.40216666666666673,0.40216666666666673,35-50,Medium,19.464981310249854,1.6865449501268104,0.504
2535,34,Male,Manager,9.12,56,6.38,5.99,10.0,3,21,69,9.93,0.5544444444444445,0.476,0.9922222222222222,1.0,-0.24044444444444443,-0.24044444444444443,20-35,Low,0.38485599194360526,-0.614197449755421,-0.08538888888888893
